id,car_model,car_year,car_vin,color,price
387,M,2006,5TDBM5G10BS125069,Blue,"€29945,27"
388,RX,1999,WAUAT48H15K937817,Indigo,"€12048,68"
389,Voyager,2003,TRUUT28N861194063,Green,"€16984,66"
390,Firebird Trans Am,1986,SCBLF34F53C596028,Teal,"€29022,63"
391,RX-7,1991,1N6AD0CUXEN254460,Goldenrod,"€17731,08"
392,Sierra 3500,2009,2C3CA1CV8AH848412,Orange,"€33608,12"
393,Cayenne,2004,2C4RDGBG4FR800989,Blue,"€33544,96"
394,Expo,1994,WA1BV74LX8D873986,Purple,"€15112,69"
395,Gemini,1987,1GYEK63N56R452485,Indigo,"€27767,47"
396,CL-Class,2008,WBA5B1C51ED484092,Turquoise,"€22519,20"
397,E-Class,1989,1FTWW3A56AE054005,Crimson,"€37035,73"
398,Lancer,2012,WAUBF78E36A868977,Aquamarine,"€17633,78"
399,Laser,1985,1FTEX1CW4AF392273,Yellow,"€15934,53"
400,Mazda6,2003,JH4DC53873C989536,Yellow,"€35806,52"
401,Suburban 2500,1998,5FRYD3H93GB693264,Puce,"€39053,86"
402,Daytona,1993,2T1BURHE7EC208746,Puce,"€22639,12"
403,MR2,1986,1G6DZ67A790546609,Orange,"€25336,39"
404,Aventador,2012,WAUNF68P86A373084,Green,"€34059,58"
405,Venture,2004,JM1CW2BLXD0552321,Mauv,"€30853,14"
406,Chariot,1985,1G6AE5SX3D0311671,Purple,"€28168,22"
407,Rally Wagon 1500,1993,WBAPM73579A416912,Puce,"€16384,07"
408,207,2007,1GYS3DEF1DR170268,Blue,"€21808,03"
409,A4,1996,WAUJT58E84A127763,Maroon,"€31127,60"
410,Avalanche,2002,WBAPM73539E160289,Goldenrod,"€33587,20"
411,Caravan,2002,WAURFAFR7EA020388,Indigo,"€30823,00"
412,GTO,1991,WDDHF0EB2FB220822,Maroon,"€21057,62"
413,Continental GTC,2011,WAUXL68EX4A922779,Pink,"€27719,44"
414,Sephia,1994,1FTFW1E88AF429394,Mauv,"€30278,15"
415,Corrado,1991,1G6AH5RX8F0060632,Mauv,"€27246,02"
416,Silverado 2500,2002,5N1AN0NUXAC004263,Purple,"€26799,49"
417,E-Series,2007,JN8AZ2KR1BT805979,Mauv,"€35728,61"
418,Talon,1993,WBAYA8C58FG133835,Green,"€13757,11"
419,Monte Carlo,1997,5N1AA0NDXEN939854,Purple,"€23192,86"
420,Mustang,2007,JTDZN3EU7FJ858106,Indigo,"€29002,79"
421,Aerostar,1993,WAUHF78P16A725053,Mauv,"€33937,86"
422,RAV4,2007,5XYKT3A15CG830769,Puce,"€28778,13"
423,Suburban 1500,1996,WAULT58E42A926722,Purple,"€37504,61"
424,Rapide,2010,WAUEG74F16N503070,Pink,"€19828,19"
425,M6,2008,5J8TB3H31DL456814,Pink,"€32420,50"
426,Ranger,2003,2B3CK9CV8AH243654,Blue,"€14624,36"
427,LTD Crown Victoria,1988,YV1672MS2B2686590,Red,"€23375,74"
428,S4,1994,WAUEF78E86A041778,Purple,"€10670,01"
429,S6,2011,2C3CDXEJ9EH902567,Orange,"€13942,24"
430,XJ,2011,1GYUKJEF4AR005322,Maroon,"€18081,71"
431,626,2000,JN8AF5MR1DT567416,Yellow,"€12490,37"
432,Tahoe,2005,KM8JT3AF3FU979994,Puce,"€36071,47"
433,GL-Class,2010,1GYS4DEFXCR497196,Purple,"€29250,53"
434,Acclaim,1992,WP0AA2A94DS488017,Turquoise,"€27843,14"
435,Durango,2008,19UUB2F38FA807931,Pink,"€14252,58"
436,Grand Am,2004,WBA5A7C52FG620624,Violet,"€24756,91"
437,626,2000,1FT7W2A64EE668418,Orange,"€39465,66"
438,Regency,1997,KMHFH4JG2EA805078,Crimson,"€20863,07"
439,530,2001,JTDKN3DU0F0143175,Puce,"€29999,49"
440,XL-7,2006,1GYS3GEF2BR990938,Maroon,"€13017,07"
441,Aurora,1998,1GT02ZCG2EF321341,Mauv,"€39849,55"
442,Golf,1990,WAUWFAFH9EN736762,Violet,"€16537,41"
443,Range Rover,2010,WBAKB0C56BC537531,Puce,"€38982,17"
444,A8,1998,1FTFW1E85AK135314,Goldenrod,"€25677,72"
445,NSX,2002,WBAPH5G52AN028096,Blue,"€11884,22"
446,Protege5,2003,WDDJK7DA2FF645593,Green,"€12024,81"
447,MX-5,2010,2C3CDXEJ3FH056700,Blue,"€38313,46"
448,TrailBlazer,2003,1GKKRNED3BJ135238,Maroon,"€17778,20"
449,Cirrus,1998,WAUXL68E25A760356,Violet,"€21231,72"
450,4Runner,1998,WBAAV33421E194702,Indigo,"€29197,70"
451,X-Type,2005,1G6KD5EY9AU733590,Red,"€16144,31"
452,QX56,2012,WBADN63423G391097,Indigo,"€30567,95"
453,Aspire,1995,1B3CB9HA0BD490526,Red,"€24289,71"
454,i-MiEV,2012,WA1CMAFP4EA406161,Maroon,"€11114,49"
455,Celica,1983,JN8AZ2NC2F9694000,Crimson,"€36927,36"
456,Pathfinder,1996,3VWML7AJ5DM170329,Violet,"€39432,70"
457,626,1994,1FTNF2A50AE630497,Red,"€21083,77"
458,Cavalier,2003,WAUJC68E22A680010,Khaki,"€21841,66"
459,Trooper,2002,JA32U1FU2CU339173,Orange,"€22497,64"
460,Express 3500,2002,WA1LFAFP6EA536582,Fuscia,"€14048,44"
461,Riviera,1988,4T1BF1FK4FU799980,Purple,"€38835,61"
462,Esprit,1990,1G6AH5RX5E0969636,Goldenrod,"€20654,46"
463,F350,2009,5BZAF0AA3FN578499,Khaki,"€26636,71"
464,Justy,1994,JN1AZ4EH3FM342739,Indigo,"€30968,63"
465,Grand Caravan,2010,WBANE53556C663547,Goldenrod,"€19135,28"
466,Sonata,2007,5TDBKRFH6FS093214,Pink,"€12418,36"
467,S8,2007,ZFF60FCA6A0762074,Khaki,"€30756,76"
468,Grand Cherokee,2005,JTHBW1GG0E1064183,Yellow,"€26815,60"
469,Mulsanne,2012,1C3BCBEB2DN388951,Turquoise,"€33442,01"
470,Tiburon,1998,WA1CV94L07D283679,Aquamarine,"€28383,91"
471,300,1999,1C3BC4EB7AN401152,Orange,"€14513,54"
472,Passport,2000,WAUDF78E47A118479,Mauv,"€12664,84"
473,Esteem,2001,WA1CMBFP7FA331866,Fuscia,"€29311,86"
474,Camaro,1998,WVGEP9BP9FD033009,Orange,"€14403,31"
475,SRX,2012,1FMJU1J52AE339767,Orange,"€39062,79"
476,Cabriolet,1996,1N6AD0CW0EN714792,Violet,"€19826,51"
477,E-Series,1985,1G6DP8E32D0009709,Mauv,"€28324,75"
478,A8,2009,1D4PT7GX6AW039002,Blue,"€12631,97"
479,Murciélago,2006,3C63DRJL5CG763525,Goldenrod,"€39960,89"
480,TT,2000,JTEBU5JR0F5979470,Khaki,"€15599,24"
481,Altima,2000,JTHBE5C24C5693696,Fuscia,"€14215,45"
482,Corvette,1972,WBA3C1C5XDK572508,Turquoise,"€38763,81"
483,928,1987,WVGFF9BP4BD377199,Orange,"€17276,96"
484,H1,1997,JM1NC2JFXD0910840,Turquoise,"€29476,34"
485,Sixty Special,1993,SCBCU8ZA6AC831291,Pink,"€11421,80"
486,Continental GT,2008,WBA3V5C5XEP898394,Goldenrod,"€24688,57"
487,C30,2011,1GKS1KE02CR088080,Indigo,"€16596,28"
488,Soul,2011,WBA3X5C55ED605335,Purple,"€16031,57"
489,Mirage,2002,1FADP5BU0DL930047,Violet,"€20278,28"
490,Sequoia,2005,WAUDN74F88N907679,Indigo,"€39853,83"
491,Silverado 3500,2008,WAUKFBFL0BA472827,Red,"€34547,54"
492,Explorer,2000,5XYZG3AB2BG983037,Goldenrod,"€25872,29"
493,Premier,1992,JTHBL5EF0D5109530,Blue,"€29898,16"
494,Frontier,2010,1FMHK7B89CG295998,Fuscia,"€39910,88"
495,Pajero,1997,WBAYB6C50ED498303,Fuscia,"€37477,52"
496,Odyssey,2008,5NPDH4AE4DH680280,Fuscia,"€18060,37"
497,9-7X,2009,3C6LD4AT6CG312591,Mauv,"€30411,56"
498,Durango,2009,1FTWX3A54AE390569,Green,"€20073,58"
499,Sequoia,2008,JH4CU2E88DC979443,Pink,"€37013,91"
500,Sundance,1992,JTDKDTB30F1628598,Indigo,"€15649,25"
501,Xterra,2001,WAUMGAFL5EA863850,Yellow,"€12190,35"
502,DeVille,2001,WBA3N9C50EK402832,Turquoise,"€12829,56"
503,CL-Class,2011,KMHTC6AD7EU037440,Teal,"€13767,82"
504,Fit,2008,TRURD28N361863133,Aquamarine,"€31630,00"
505,Grand Prix,1982,JN1AZ4EH0EM675009,Yellow,"€13874,87"
506,Civic,1999,1GYUKCEF9AR397712,Pink,"€18847,52"
507,Intrigue,2000,WDDEJ7EB4CA222647,Maroon,"€25486,92"
508,Loyale,1994,5UXKR2C58E0651271,Orange,"€34844,29"
509,Explorer,2011,1G6DE5E56C0623554,Purple,"€11867,53"
510,Stealth,1994,2B3CJ7DJ3BH583699,Blue,"€29489,15"
511,Town Car,2002,3LN6L2G92DR604135,Mauv,"€36690,90"
512,Riviera,1993,JN8AF5MR5DT268950,Purple,"€23368,57"
513,GL-Class,2008,WAULT58EX3A893629,Yellow,"€20141,68"
514,Jetta,2010,JA32X2HU1DU413419,Teal,"€15880,87"
515,Camaro,1969,1G6AC5SXXD0805841,Violet,"€26152,35"
516,Tacoma,2010,JN1AZ4FHXFM198475,Puce,"€13400,84"
517,Town Car,1990,5N1AA0ND1EN582628,Blue,"€34902,94"
518,Topaz,1991,5GAKVBKD4DJ955343,Indigo,"€17987,03"
519,GT,2005,1GD02ZCG2DZ806362,Yellow,"€26002,26"
520,Malibu,2010,YV4952BL2E1971382,Mauv,"€24713,98"
521,Sunbird,1991,5BZAF0AA3FN271303,Khaki,"€20545,74"
522,Econoline E350,1994,3D73M4HL8AG306633,Goldenrod,"€12551,47"
523,Ram 1500,2005,1D7RB1GT7BS079428,Khaki,"€15670,17"
524,Passat,1994,1FTMF1E81AF218027,Turquoise,"€23876,63"
525,Sierra 1500,1999,WBA3B9C55DJ956753,Purple,"€32484,08"
526,M5,2001,5GAKVCED2CJ621120,Green,"€22606,31"
527,Somerset,1985,1GTPCTEX0AZ669363,Maroon,"€28640,37"
528,Escalade,2011,1G4PR5SK0C4762673,Khaki,"€23918,95"
529,Corvette,2012,WA1YD64B23N370499,Maroon,"€12206,74"
530,Thunderbird,1965,2T2BK1BA0FC330326,Aquamarine,"€26315,95"
531,EXP,1985,SCFEBBEL9DG157040,Puce,"€36972,25"
532,I,1999,1GD21XEG1FZ435839,Aquamarine,"€33115,30"
533,Chariot,1992,1G4HE57Y77U954000,Fuscia,"€32636,06"
534,Camry,2009,3GYFNBE36CS033473,Violet,"€16794,98"
535,ES,2006,2D4RN1AG8BR061554,Purple,"€15335,46"
536,Elantra,2007,YV1902MM9F1677383,Blue,"€15786,85"
537,A6,2002,SCFKDCEP4EG411440,Indigo,"€19807,08"
538,Esprit Turbo,1984,WBAYE8C58ED822424,Crimson,"€23178,30"
539,Grand Cherokee,1994,WBANV1C52AB940047,Violet,"€19535,85"
540,C-Class,2005,3D73M4EL0BG861758,Purple,"€18348,28"
541,Windstar,1997,WAUAH74F37N735912,Crimson,"€38703,41"
542,Protege,1997,1HGCR2E54DA745449,Puce,"€27358,72"
543,Ram Van 2500,1998,JTJBM7FX6A5865504,Mauv,"€28346,59"
544,GTO,1997,JA32X8HW1AU768526,Violet,"€39399,70"
545,LS,2002,JN1AZ4EH1FM357224,Goldenrod,"€23888,94"
546,Escalade,1999,2T1BU4EE1DC011240,Green,"€34857,08"
547,Spirit,1993,JN1AV7AR7FM071129,Goldenrod,"€10351,10"
548,Outback,2010,4T3BA3BB2DU583338,Mauv,"€22961,79"
549,Explorer,2010,JTHFF2C25F2788044,Puce,"€18246,37"
550,Astro,1995,WA1YD54B15N754691,Mauv,"€22411,98"
551,Ram 3500,1999,3C63D3GL7CG633685,Teal,"€16143,18"
552,Sienna,1998,1B3CB2HAXAD337402,Puce,"€25797,28"
553,Eclipse,2001,5GAKVBED3BJ980646,Goldenrod,"€33514,72"
554,E-Series,2012,1FTWW3A54AE265915,Teal,"€11674,78"
555,Durango,2001,1D4PU7GX3AW405981,Purple,"€32211,67"
556,New Beetle,1998,1G4HR57Y78U538048,Violet,"€24637,94"
557,Challenger,1997,SCFFBCCD9BG300717,Purple,"€39352,26"
558,V70,2007,WP0CA2A84FS279184,Green,"€23378,28"
559,F-Series,1995,1HGCP2F38CA414911,Mauv,"€18128,29"
560,TSX,2005,WAUDGBFL7BA277278,Aquamarine,"€33991,49"
561,F250,2009,5GAER13748J172159,Mauv,"€13259,01"
562,S10,2004,KL4CJBSB2EB294379,Maroon,"€10114,09"
563,V8 Vantage,2007,3D7JB1EP2AG229342,Violet,"€34622,99"
564,525,2002,3VW8S7AT3FM870603,Teal,"€36141,58"
565,Grand Marquis,1987,3FAHP0CG3AR200675,Crimson,"€29022,30"
566,300SD,1992,1C3BCBGG6CN612827,Teal,"€30232,50"
567,ES,2009,1N6AD0CU0DN454360,Violet,"€29278,58"
568,F430,2008,1FTWW3CY4AE719782,Red,"€15877,18"
569,E150,2005,3VWML7AJ8BM727022,Orange,"€17212,63"
570,Sierra 2500HD,2006,1N6AA0CC9CN773643,Crimson,"€19989,07"
571,Sequoia,2004,JN1AZ4EH9CM633662,Fuscia,"€27609,57"
572,SC,1995,3GYFNGE37ES863301,Blue,"€26032,55"
573,Optima,2012,WA1WMBFE2CD692699,Pink,"€29734,82"
574,Azure,2009,19UYA426X2A340649,Indigo,"€13206,73"
575,Allroad,2005,JN1CV6AP1BM439719,Aquamarine,"€15729,39"
576,Colt,1993,5GAER23D29J405842,Goldenrod,"€23987,35"
577,QX56,2012,1G4GD5EG1AF285680,Blue,"€28549,13"
578,Ranger,2009,SCBBB7ZHXFC127515,Pink,"€31611,23"
579,Town & Country,2009,WBA3X5C52FD645888,Blue,"€18784,56"
580,Explorer Sport Trac,2010,5GAKVCKDXDJ075530,Turquoise,"€21660,41"
581,L-Series,2000,WDCYC3HFXBX350311,Indigo,"€26567,24"
582,6 Series,1989,1N6AF0KY9FN447005,Mauv,"€18870,62"
583,Freestar,2004,1G6DL5EY4B0531793,Turquoise,"€14002,43"
584,Cobalt SS,2008,WBADR63423G230494,Purple,"€29304,24"
585,6000,1986,WAURV78T18A873503,Indigo,"€24430,16"
586,Century,1989,1GKS2FEJ3CR254880,Crimson,"€39329,75"
587,V8 Vantage,2009,2D4RN6DX2AR031005,Puce,"€26382,29"
588,Boxster,1998,WVWAA7AH5BV982368,Puce,"€30489,49"
589,Mountaineer,2005,WAUEF98E67A916451,Crimson,"€14757,28"
590,Magnum,2007,WDDGF5EB9AA906315,Fuscia,"€14937,51"
591,Arnage,2009,5GAKRAKD8EJ446730,Maroon,"€21942,56"
592,S4,2005,SCFEFBAC2AG630945,Maroon,"€38513,16"
593,SL-Class,1998,3GTU1YEJ7DG554085,Violet,"€24514,77"
594,Vibe,2007,2HNYD18232H862687,Fuscia,"€26546,37"
595,Justy,1994,SCFFDCCD3CG451564,Purple,"€29750,56"
596,Grand Marquis,1984,WBAFU9C59BC372672,Crimson,"€34640,28"
597,Voyager,1999,1FTEW1CM4CF703558,Puce,"€18936,64"
598,Land Cruiser,1996,1FTWW3A50AE757616,Pink,"€11886,09"
599,Mustang,1994,2C3CDXBG7FH157358,Turquoise,"€13609,18"
600,B-Series,2000,SCFAB02E69G333252,Yellow,"€17731,43"
601,S-Type,2006,4T1BD1FK5FU173859,Maroon,"€23676,53"
602,Ram 1500,2010,1G6AZ5SX1E0566535,Yellow,"€21518,55"
603,Ranger,2000,WDDPK4HA0EF683440,Turquoise,"€10375,29"
604,MDX,2006,SCFEBBCFXBG724690,Maroon,"€14482,24"
605,Avalon,1999,WAUSFAFL9BA870466,Fuscia,"€34256,96"
606,Boxster,2008,WBAPH73529E635533,Turquoise,"€31421,04"
607,RX Hybrid,2012,1G6KY54982U573623,Teal,"€37971,25"
608,Aspen,2008,JTEBU5JR3D5977547,Aquamarine,"€24554,62"
609,Sportage,2009,JHMZF1C69CS327211,Red,"€37011,78"
610,Galant,2003,2G4WB52K441670561,Teal,"€20439,78"
611,S-Type,2006,1FTNX2A57AE263675,Orange,"€33302,93"
612,CLK-Class,2007,JTEBU5JR9C5602339,Blue,"€29881,18"
613,Miata MX-5,1999,1G4HR54K144628581,Puce,"€35752,92"
614,Excursion,2003,3GYEK63N42G660285,Maroon,"€12971,15"
615,Bonneville,1998,WAUCD64B44N142762,Mauv,"€39407,17"
616,Tribeca,2009,WBALL5C51EP310095,Maroon,"€12803,52"
617,Yukon XL 1500,2012,1GD12ZCG5CF020561,Yellow,"€23677,39"
618,MDX,2002,1G4GD5G35FF308802,Yellow,"€38910,73"
619,Explorer Sport Trac,2002,5UXKR6C55F0383689,Crimson,"€32444,96"
620,LR2,2010,3C63DPHL9CG196858,Teal,"€33365,91"
621,Eclipse,1993,WBAPH735X9E195335,Teal,"€15040,46"
622,Rio,2001,1G4HP54K244088616,Purple,"€26322,00"
623,Neon,2000,WBAYF8C56ED299739,Pink,"€37287,28"
624,Festiva,1992,JTDKN3DU3F0675598,Red,"€26928,56"
625,Matrix,2008,WAUMF78K39N423523,Fuscia,"€32451,80"
626,Quattro,1994,JN8AZ2KR2BT284531,Khaki,"€14883,97"
627,Cayenne,2008,SALVP2BGXEH422205,Indigo,"€25595,79"
628,Sidekick,1997,19VDE1F79DE801836,Green,"€39368,23"
629,Elise,2006,WP0AA2A83BU026721,Violet,"€36465,56"
630,Defender,1997,1GYFK638X8R074536,Pink,"€36379,11"
631,S2000,2002,1C4NJPBA0FD515440,Turquoise,"€19570,80"
632,Grand Caravan,2009,WAUBFAFL3CA775452,Yellow,"€34974,15"
633,T100,1996,JN1CV6EK1EM722625,Fuscia,"€24314,41"
634,Rally Wagon 3500,1994,WP0AB2A90AS150722,Purple,"€30794,66"
635,Elantra,1998,3D73Y4HL3AG689417,Orange,"€29026,52"
636,Sienna,2005,WAUJC58E04A805938,Orange,"€17154,95"
637,F430 Spider,2006,JN8AF5MR2BT009457,Turquoise,"€28365,98"
638,Safari,1998,2FMHK6CC2AB078617,Violet,"€38087,95"
639,MKX,2009,1FTSW2B50AE941509,Orange,"€18399,64"
640,Safari,2005,SCBET9ZA7F8121344,Goldenrod,"€35119,23"
641,Catera,1998,WAUBH78E88A237090,Mauv,"€15365,78"
642,911,1996,SCBLE47K89C347460,Crimson,"€29704,08"
643,Camaro,2010,1G6DF8EY4B0242583,Turquoise,"€21436,92"
644,X5,2008,1FTWW3A55AE741332,Khaki,"€16728,11"
645,Santa Fe,2002,SCBDC47L08C550506,Crimson,"€35467,06"
646,Suburban,2009,JHMZE2H31CS738612,Khaki,"€12142,82"
647,9-7X,2007,5UXZV8C55BL401431,Violet,"€31664,77"
648,57S,2005,5J6TF1H54EL169763,Yellow,"€37140,69"
649,LeSabre,1989,1NXBE4EE6AZ205124,Turquoise,"€24906,70"
650,Bronco,1989,1FM5K7B89EG034005,Khaki,"€14216,62"
651,626,1997,JH4DC53833S347353,Green,"€30095,26"
652,Navigator L,2009,3LNHL2GC3BR541855,Green,"€38984,87"
653,Miata MX-5,2008,1G6DM5EV6A0660264,Puce,"€29246,00"
654,Expedition,2004,3VW8S7AT8FM784820,Aquamarine,"€22130,72"
655,F250,1994,1FADP3E25FL933561,Red,"€17522,65"
656,Elantra,1998,19UUA8F27EA830628,Orange,"€26160,42"
657,X5 M,2012,1N6AA0CA8EN119363,Indigo,"€12934,33"
658,Galaxie,1964,JH4DB85901S425935,Violet,"€26444,15"
659,Express 3500,2009,1GYFC262X9R387262,Khaki,"€36340,35"
660,Avenger,2010,JTDZN3EU2EJ492523,Purple,"€22151,63"
661,Park Avenue,2005,1GYS3SKJ7FR268060,Crimson,"€15889,81"
662,A4,2012,WAUAVAFA8AN409179,Red,"€11446,90"
663,Legacy,1999,2C4RDGCG3FR677958,Purple,"€33809,46"
664,Sorento,2008,1G4GH5G35DF546358,Maroon,"€11205,18"
665,Sonata,2011,WAUSH78E58A724618,Aquamarine,"€28189,86"
666,Club Wagon,1994,SCBCR73W19C401650,Orange,"€32813,02"
667,Range Rover Classic,1993,1NXBU4EE6AZ104622,Yellow,"€14333,94"
668,Tundra,2002,4A4AP3AU8EE418957,Orange,"€35787,05"
669,Explorer Sport Trac,2005,JH4DB85921S631581,Aquamarine,"€31997,54"
670,Cobalt,2010,3C3CFFER4CT344724,Yellow,"€27856,07"
671,Galant,1996,3VW467AT7DM672221,Violet,"€34476,83"
672,S60,2009,3N6CM0KN7FK561921,Mauv,"€24772,21"
673,Optima,2002,5J8TB4H33GL373766,Orange,"€22937,93"
674,Jetta,1993,JH4KA96591C253958,Crimson,"€10593,77"
675,Solara,2001,1G4GH5G32CF702838,Pink,"€39017,96"
676,Bronco,1990,19UUA66278A212721,Goldenrod,"€33557,51"
677,Mazdaspeed 3,2011,3C3CFFCR4FT136429,Teal,"€19250,30"
678,F-Series,2005,JTJBM7FX1A5174350,Orange,"€31142,30"
679,XT,1985,1G6AT5SX0E0691902,Blue,"€24656,21"
680,Jimmy,1995,WBANW1C54AC811038,Purple,"€37675,80"
681,900,1988,WBA1F5C57FV852927,Fuscia,"€32607,88"
682,S10,1998,JN1CV6EK7AM815756,Turquoise,"€13111,52"
683,626,1990,2C3CCAAG0EH952574,Orange,"€13311,61"
684,A3,2007,1GYFC26279R410724,Purple,"€29722,43"
685,Thunderbird,2004,1G6DM5EY9B0729640,Goldenrod,"€24003,38"
686,Passat,2006,WBA3C3C51DF577634,Puce,"€24246,16"
687,Passport,2000,WAUBH78E96A174062,Red,"€19457,34"
688,PT Cruiser,2007,JM1NC2NF7E0526039,Maroon,"€15577,81"
689,Murciélago,2009,WBAFU7C59DD517923,Blue,"€26674,25"
690,E-Series,1996,JM1NC2LF6C0634622,Orange,"€34371,56"
691,Freelander,2001,WAUGVAFR1BA861032,Green,"€23847,46"
692,SRX,2004,WBAYE4C58ED890389,Red,"€29273,37"
693,Sierra 3500,2004,1GYS3JKJ8FR053653,Mauv,"€19633,60"
694,Viper,2002,3D7TT2CT1AG425591,Puce,"€32288,03"
695,911,1989,3VW507AT2FM651656,Crimson,"€30687,44"
696,Allroad,2005,WA1C8AFP6DA647870,Maroon,"€26637,72"
697,3 Series,2006,1FTMF1E80AF173548,Turquoise,"€32365,23"
698,DeVille,2003,1FTSW2B57AE430847,Orange,"€39768,51"
699,Ridgeline,2011,1G6KE57Y62U474729,Fuscia,"€28658,01"
700,Suburban 1500,2001,KNADH4A34A6005627,Goldenrod,"€12025,15"
701,TSX,2010,WDDGF5EB1AF608005,Khaki,"€39459,48"
702,E350,2011,WAUDH94F08N411987,Purple,"€24642,94"
703,NV3500,2012,KMHHT6KJXFU041591,Maroon,"€22172,12"
704,Sportvan G30,1995,3C63DPBL9CG490009,Crimson,"€27403,59"
705,Cabriolet,1992,JM1DE1HY3B0425413,Red,"€10248,29"
706,E350,2008,2G4GZ5GV8B9333862,Mauv,"€15353,24"
707,1500,1993,5GAEV23D89J781070,Crimson,"€18405,54"
708,TundraMax,2007,WP0AB2A99FS432915,Turquoise,"€25479,84"
709,Grand Caravan,1993,WBADX1C58DJ927853,Turquoise,"€34888,90"
710,Avalon,2003,KL4CJASB3DB194459,Puce,"€13612,23"
711,Rendezvous,2007,2C3CDXFG1EH627439,Green,"€11655,23"
712,Durango,1998,1G6DS5ED2B0097728,Green,"€14268,24"
713,Silverado 3500,2003,JM3TB2CA5F0909570,Pink,"€38447,06"
714,Legacy,2007,WA1WKBFP5BA062540,Maroon,"€33941,97"
715,CLK-Class,2007,WBXPC9C47AW179194,Mauv,"€11051,74"
716,C30,2009,1FTKR1ADXAP110226,Blue,"€24451,05"
717,MX-5,1995,WVWAB7AJ6CW239567,Teal,"€36360,35"
718,Solara,2002,JN1CV6EKXDM944238,Purple,"€15482,17"
719,Pajero,2006,WP1AE2A28DL972625,Violet,"€23081,05"
720,Sportvan G20,1993,WBAEU33483P401573,Goldenrod,"€27197,30"
721,Explorer Sport,2001,SALSF2D41BA182586,Crimson,"€12200,87"
722,B9 Tribeca,2006,4T1BF1FK1FU538256,Aquamarine,"€16478,31"
723,Solara,2004,5UXFE43568L083503,Puce,"€37832,94"
724,Accord,2009,1FTEX1E88AF324489,Blue,"€14933,29"
725,M3,2010,5YMGY0C55DL917736,Blue,"€37872,10"
726,Taurus,1998,1GYEC63T03R563453,Yellow,"€34662,68"
727,Tiburon,2006,WAUWFAFH5AN661715,Crimson,"€16922,44"
728,Caliber,2009,WA1VFBFL7EA309445,Goldenrod,"€16061,35"
729,Discovery,2010,1D7RW2BK7AS421712,Indigo,"€28438,53"
730,626,1988,1GKS1AKCXFR514403,Red,"€12506,53"
731,Sentra,1993,WUAPV54B83N801083,Green,"€30192,05"
732,Ranger,1984,WBAKF3C55DJ925208,Orange,"€25243,58"
733,E-Series,2008,1C3CDFCB1ED438242,Puce,"€10354,00"
734,Celica,2001,WUARL48H07K260545,Pink,"€23247,76"
735,Accord,2004,YV1902AH9C1274250,Green,"€20769,14"
736,CL-Class,2006,WUAW2BFC2EN085938,Orange,"€17197,29"
737,Frontier,2003,2HNYD18641H904608,Indigo,"€29678,66"
738,Mark VIII,1994,WAUDF58E15A285397,Crimson,"€19207,19"
739,A8,2002,JH4NA21691T273745,Yellow,"€21437,89"
740,Horizon,1978,1GTN1TEH5EZ663120,Orange,"€14281,65"
741,Discovery Series II,2002,WDDEJ7KB0AA096711,Aquamarine,"€33602,96"
742,Frontier,2011,WAUJC68EX3A449051,Yellow,"€13336,14"
743,Bronco,1987,WUATNAFG7EN551693,Fuscia,"€10941,82"
744,Q,1999,WBAVA33538K181362,Fuscia,"€32414,01"
745,Galant,1992,1GD120EG3BF674420,Purple,"€21388,94"
746,Elantra,2003,5J8TB4H3XFL763116,Crimson,"€16495,12"
747,2500,1994,3FAHP0CG5BR167390,Aquamarine,"€33656,88"
748,GTO,1996,JN8CS1MW9FM644355,Green,"€23849,35"
749,Dakota,2009,JN8AZ2KR3BT593859,Blue,"€32444,72"
750,CL,2001,WAU3FAFR6BA515859,Green,"€38022,59"
751,Jimmy,1994,WA1CFAFP1CA400163,Green,"€31489,42"
752,Uplander,2007,5N1BA0ND3FN350828,Puce,"€12422,90"
753,Bonneville,2000,1GKS1EEFXER125370,Fuscia,"€14844,53"
754,G,1993,WA1YD64B04N177365,Aquamarine,"€18354,75"
755,del Sol,1994,1G6DJ1ED9B0075625,Indigo,"€11995,36"
756,Optima,2009,3D7JV1EP8BG865823,Puce,"€37027,71"
757,Avalanche,2012,WBAAV334X1E551267,Blue,"€12357,29"
758,E-Class,1995,3N1AB6AP0BL876475,Aquamarine,"€32299,42"
759,Grand Cherokee,2009,1G6DS5EV8A0485540,Maroon,"€15220,09"
760,Millenia,2002,1FTEX1EW0AF156992,Khaki,"€22685,78"
761,Imperial,1992,1FTSX2A55AE571799,Green,"€33849,05"
762,626,1997,WBABS53493E270010,Purple,"€32877,93"
763,S60,2004,5GAER23728J290667,Teal,"€18040,27"
764,Chariot,1995,WBAFV3C53FD763178,Crimson,"€21998,72"
765,RL,2012,WAUNF98P58A719063,Fuscia,"€15316,19"
766,Ram 2500,1997,JN1CV6EL8FM883757,Crimson,"€14285,06"
767,Tacoma,1998,WAUEFBFL2DN691734,Goldenrod,"€30200,19"
768,7 Series,1995,WAUKFBFL1DA062833,Green,"€16705,01"
769,Stratus,1999,1G6DC5EY4B0678888,Indigo,"€31584,91"
770,Range Rover,2002,WAUPL58EX5A104397,Red,"€37682,02"
771,Fleetwood,1994,1G6DV8EP4D0253869,Khaki,"€13306,58"
772,Amanti,2005,3GYFK66N76G002157,Teal,"€15598,84"
773,MKZ,2007,4T1BF1FK2EU068933,Purple,"€39197,39"
